name,price,quantity,farmer,location,state
Mustard,5342,575,Farmer_508,City_30,Karnataka
Cotton,7449,235,Farmer_509,City_168,West Bengal
Pulses,14053,1000,Farmer_510,City_196,Nagaland
Tea,10541,746,Farmer_511,City_11,Karnataka
Wheat,9176,456,Farmer_512,City_176,Himachal Pradesh
Tomato,2793,203,Farmer_513,City_61,West Bengal
Wheat,14815,86,Farmer_514,City_105,Rajasthan
Tea,10039,951,Farmer_515,City_109,Tamil Nadu
Barley,13188,484,Farmer_516,City_87,Punjab
Barley,4753,880,Farmer_517,City_18,Himachal Pradesh
Mustard,13155,614,Farmer_518,City_150,Arunachal Pradesh
Onion,4608,352,Farmer_519,City_46,Kerala
Onion,3387,514,Farmer_520,City_163,Assam
Mustard,4538,72,Farmer_521,City_10,Meghalaya
Chilli,6931,261,Farmer_522,City_26,Maharashtra
Maize,6349,430,Farmer_523,City_175,Arunachal Pradesh
Barley,10020,601,Farmer_524,City_173,Nagaland
Cotton,10986,498,Farmer_525,City_28,Uttarakhand
Sugarcane,2807,699,Farmer_526,City_12,Meghalaya
Wheat,12693,826,Farmer_527,City_144,Sikkim
Onion,11483,134,Farmer_528,City_88,Karnataka
Potato,3728,975,Farmer_529,City_21,Rajasthan
Chilli,4822,203,Farmer_530,City_110,Bihar
Barley,14082,783,Farmer_531,City_28,Assam
Jute,3158,848,Farmer_532,City_150,Kerala
Barley,7926,891,Farmer_533,City_104,Manipur
Turmeric,10074,298,Farmer_534,City_191,Uttar Pradesh
Tomato,2531,434,Farmer_535,City_98,Nagaland
Rice,4925,739,Farmer_536,City_163,Madhya Pradesh
Coffee,6295,911,Farmer_537,City_28,Bihar
Coffee,12927,297,Farmer_538,City_89,Telangana
Coffee,9880,986,Farmer_539,City_66,Assam
Mustard,13844,537,Farmer_540,City_178,Kerala
Cotton,4837,810,Farmer_541,City_39,Rajasthan
Banana,8745,613,Farmer_542,City_62,Andhra Pradesh
Soybean,12307,418,Farmer_543,City_45,Gujarat
Maize,2676,488,Farmer_544,City_154,Telangana
Potato,12925,54,Farmer_545,City_139,Arunachal Pradesh
Tomato,2352,638,Farmer_546,City_190,Meghalaya
Maize,14686,928,Farmer_547,City_79,Kerala
Chilli,9730,315,Farmer_548,City_91,Odisha
Groundnut,3572,706,Farmer_549,City_63,West Bengal
Pulses,9563,613,Farmer_550,City_198,Maharashtra
Groundnut,14283,710,Farmer_551,City_86,Andhra Pradesh
Tea,8819,108,Farmer_552,City_109,Himachal Pradesh
Sugarcane,5401,791,Farmer_553,City_117,Kerala
Maize,3596,985,Farmer_554,City_146,Manipur
Chilli,6261,408,Farmer_555,City_133,Jharkhand
Tea,9333,432,Farmer_556,City_199,Punjab
Potato,14252,914,Farmer_557,City_39,Kerala
Potato,3937,595,Farmer_558,City_143,Chhattisgarh
Groundnut,7885,487,Farmer_559,City_131,Bihar
Wheat,13684,54,Farmer_560,City_130,Tamil Nadu
Rice,14301,297,Farmer_561,City_118,Himachal Pradesh
Chilli,14214,425,Farmer_562,City_167,Manipur
Turmeric,4448,351,Farmer_563,City_61,Goa
Tomato,8001,890,Farmer_564,City_119,Himachal Pradesh
Wheat,6432,654,Farmer_565,City_75,Chhattisgarh
Chilli,8326,538,Farmer_566,City_65,Assam
Groundnut,9781,735,Farmer_567,City_127,Tamil Nadu
Tea,5858,514,Farmer_568,City_4,Uttarakhand
Wheat,1896,797,Farmer_569,City_192,Karnataka
Turmeric,14373,834,Farmer_570,City_82,Meghalaya
Sugarcane,11268,483,Farmer_571,City_192,Madhya Pradesh
Rice,1596,127,Farmer_572,City_165,Maharashtra
Potato,12268,696,Farmer_573,City_191,Punjab
Soybean,6020,431,Farmer_574,City_48,Kerala
Rice,6982,766,Farmer_575,City_114,Sikkim
Banana,8936,421,Farmer_576,City_135,Uttarakhand
Soybean,11412,476,Farmer_577,City_196,Uttarakhand
Wheat,4771,289,Farmer_578,City_60,West Bengal
Mustard,2329,563,Farmer_579,City_79,Meghalaya
Banana,3331,190,Farmer_580,City_163,Karnataka
Rice,14838,724,Farmer_581,City_81,Uttar Pradesh
Mustard,7244,565,Farmer_582,City_140,Meghalaya
Mustard,7299,772,Farmer_583,City_108,Madhya Pradesh
Pulses,9594,519,Farmer_584,City_1,Jharkhand
Mustard,3441,657,Farmer_585,City_4,Jharkhand
Tea,5088,246,Farmer_586,City_181,Arunachal Pradesh
Groundnut,4841,852,Farmer_587,City_71,Madhya Pradesh
Rice,4881,919,Farmer_588,City_42,Maharashtra
Onion,13686,925,Farmer_589,City_124,Tripura
Onion,8551,943,Farmer_590,City_38,Arunachal Pradesh
Rice,8931,381,Farmer_591,City_81,Goa
Pulses,10464,591,Farmer_592,City_50,Manipur
Cotton,6062,585,Farmer_593,City_47,Gujarat
Chilli,8202,778,Farmer_594,City_99,Jharkhand
Potato,1949,890,Farmer_595,City_156,Uttarakhand
Mustard,2364,505,Farmer_596,City_3,Assam
Tomato,5082,317,Farmer_597,City_91,Mizoram
Potato,14517,243,Farmer_598,City_165,Jharkhand
Cotton,4055,253,Farmer_599,City_151,Manipur
Rice,2494,835,Farmer_600,City_56,Goa
Millets,8701,381,Farmer_601,City_39,Arunachal Pradesh
Jute,13788,854,Farmer_602,City_42,Meghalaya
Potato,14489,626,Farmer_603,City_152,West Bengal
Potato,4672,291,Farmer_604,City_127,Tripura
Cotton,13449,945,Farmer_605,City_18,Maharashtra
Mustard,8797,657,Farmer_606,City_31,Andhra Pradesh
Potato,8898,199,Farmer_607,City_94,Arunachal Pradesh
Barley,6935,567,Farmer_608,City_81,Mizoram
Wheat,13777,889,Farmer_609,City_86,West Bengal
Groundnut,1847,737,Farmer_610,City_47,Madhya Pradesh
Coffee,9941,521,Farmer_611,City_65,Chhattisgarh
Groundnut,9720,946,Farmer_612,City_155,Bihar
Chilli,14703,174,Farmer_613,City_162,Tripura
Pulses,5781,612,Farmer_614,City_29,Rajasthan
Tea,3158,249,Farmer_615,City_175,Odisha
Groundnut,5361,446,Farmer_616,City_59,Rajasthan
Turmeric,8603,898,Farmer_617,City_71,Goa
Onion,11746,790,Farmer_618,City_182,Rajasthan
Tea,7424,941,Farmer_619,City_168,Meghalaya
Coffee,13695,934,Farmer_620,City_86,West Bengal
Millets,11869,102,Farmer_621,City_125,Jharkhand
Maize,8657,580,Farmer_622,City_171,Maharashtra
Tea,2192,188,Farmer_623,City_28,Meghalaya
Jute,14747,346,Farmer_624,City_70,Gujarat
Potato,11925,102,Farmer_625,City_33,Sikkim
Barley,7339,612,Farmer_626,City_154,Tripura
Chilli,13734,783,Farmer_627,City_11,Punjab
Maize,14714,488,Farmer_628,City_132,Maharashtra
Soybean,5592,796,Farmer_629,City_91,Uttarakhand
Jute,2066,877,Farmer_630,City_147,Punjab
Wheat,6902,222,Farmer_631,City_18,Meghalaya
Millets,6825,904,Farmer_632,City_19,Rajasthan
Tea,11903,385,Farmer_633,City_121,Uttar Pradesh
Sugarcane,11307,549,Farmer_634,City_140,Himachal Pradesh
Cotton,5650,437,Farmer_635,City_139,Mizoram
Millets,9469,170,Farmer_636,City_183,Kerala
Jute,6948,859,Farmer_637,City_13,Odisha
Turmeric,12506,939,Farmer_638,City_152,Tripura
Cotton,7031,533,Farmer_639,City_82,West Bengal
Cotton,5827,690,Farmer_640,City_189,Karnataka
Maize,4705,319,Farmer_641,City_44,Maharashtra
Maize,14686,843,Farmer_642,City_7,Tamil Nadu
Chilli,10210,127,Farmer_643,City_17,Madhya Pradesh
Sugarcane,1645,508,Farmer_644,City_173,Uttar Pradesh
Pulses,13688,750,Farmer_645,City_124,Arunachal Pradesh
Banana,7682,343,Farmer_646,City_92,Maharashtra
Chilli,12014,561,Farmer_647,City_176,Meghalaya
Tomato,9245,513,Farmer_648,City_98,Odisha
Tea,13090,519,Farmer_649,City_21,Haryana
Cotton,5791,521,Farmer_650,City_29,Bihar
Jute,2760,212,Farmer_651,City_181,Punjab
Tomato,14164,796,Farmer_652,City_46,Madhya Pradesh
Mustard,10164,543,Farmer_653,City_49,Punjab
Soybean,13716,906,Farmer_654,City_55,Sikkim
Millets,11801,534,Farmer_655,City_41,Mizoram
Cotton,2802,493,Farmer_656,City_2,Telangana
Banana,12135,149,Farmer_657,City_117,Telangana
Pulses,11305,428,Farmer_658,City_125,Punjab
Sugarcane,11898,816,Farmer_659,City_123,Gujarat
Maize,12989,890,Farmer_660,City_83,Arunachal Pradesh
Coffee,4079,408,Farmer_661,City_49,Tamil Nadu
Potato,5818,64,Farmer_662,City_47,Arunachal Pradesh
Chilli,7982,859,Farmer_663,City_113,Assam
Groundnut,6152,851,Farmer_664,City_191,Odisha
Sugarcane,1772,826,Farmer_665,City_66,West Bengal
Jute,11810,690,Farmer_666,City_85,Bihar
Potato,14351,944,Farmer_667,City_49,Tamil Nadu
Tomato,11844,918,Farmer_668,City_17,Goa
Maize,8592,639,Farmer_669,City_59,West Bengal
Mustard,7891,578,Farmer_670,City_9,Arunachal Pradesh
Turmeric,7704,954,Farmer_671,City_70,Andhra Pradesh
Pulses,8316,100,Farmer_672,City_168,Sikkim
Onion,13640,992,Farmer_673,City_133,Manipur
Sugarcane,13513,170,Farmer_674,City_60,Madhya Pradesh
Rice,1814,807,Farmer_675,City_196,Bihar
Soybean,11323,497,Farmer_676,City_170,Meghalaya
Soybean,11498,983,Farmer_677,City_141,Karnataka
Tea,4179,478,Farmer_678,City_110,Kerala
Sugarcane,10542,651,Farmer_679,City_73,Tripura
Millets,6934,120,Farmer_680,City_57,Tripura
Barley,3367,695,Farmer_681,City_65,Kerala
Pulses,4173,297,Farmer_682,City_92,Uttarakhand
Chilli,1930,109,Farmer_683,City_193,Tamil Nadu
Jute,11052,822,Farmer_684,City_60,Haryana
Mustard,4338,747,Farmer_685,City_47,Rajasthan
Onion,13602,667,Farmer_686,City_137,Tamil Nadu
Sugarcane,14989,67,Farmer_687,City_123,Rajasthan
Soybean,10217,146,Farmer_688,City_53,Tripura
Barley,3766,165,Farmer_689,City_76,Jharkhand
Turmeric,8532,336,Farmer_690,City_196,Andhra Pradesh
Sugarcane,7376,743,Farmer_691,City_10,Rajasthan
Coffee,12738,132,Farmer_692,City_43,Jharkhand
Mustard,5563,330,Farmer_693,City_181,Karnataka
Sugarcane,6247,279,Farmer_694,City_65,Andhra Pradesh
Maize,10474,483,Farmer_695,City_24,Rajasthan
Rice,13245,460,Farmer_696,City_164,Uttarakhand
Tomato,13436,848,Farmer_697,City_150,Nagaland
Potato,10517,870,Farmer_698,City_49,Tripura
Jute,3517,220,Farmer_699,City_10,Odisha
Turmeric,7595,716,Farmer_700,City_2,Jharkhand
Mustard,7501,491,Farmer_701,City_63,Jharkhand
Mustard,5596,268,Farmer_702,City_141,Tamil Nadu
Onion,9896,730,Farmer_703,City_13,Meghalaya
Jute,12781,786,Farmer_704,City_51,Sikkim
Barley,8166,494,Farmer_705,City_129,Mizoram
Tomato,6462,52,Farmer_706,City_79,Tamil Nadu
Banana,9608,985,Farmer_707,City_33,Tamil Nadu
Banana,7843,613,Farmer_708,City_149,Uttarakhand
Millets,2464,595,Farmer_709,City_105,Tripura
Rice,1558,153,Farmer_710,City_179,Kerala
Cotton,1788,280,Farmer_711,City_35,Himachal Pradesh
Groundnut,9373,790,Farmer_712,City_23,Assam
Chilli,7244,411,Farmer_713,City_123,Goa
Chilli,5840,138,Farmer_714,City_190,Punjab
Coffee,3032,300,Farmer_715,City_178,Andhra Pradesh
Pulses,2442,566,Farmer_716,City_36,Nagaland
Chilli,8825,286,Farmer_717,City_197,Tamil Nadu
Sugarcane,4439,714,Farmer_718,City_197,Tripura
Tea,1985,257,Farmer_719,City_135,Uttarakhand
Banana,14339,606,Farmer_720,City_7,Bihar
Potato,5053,664,Farmer_721,City_189,Rajasthan
Wheat,9722,384,Farmer_722,City_19,Sikkim
Millets,12692,212,Farmer_723,City_2,Madhya Pradesh
Sugarcane,9364,990,Farmer_724,City_163,Odisha
Millets,5937,178,Farmer_725,City_94,Rajasthan
Onion,2390,591,Farmer_726,City_150,Sikkim
Maize,2631,336,Farmer_727,City_6,Tamil Nadu
Wheat,7422,407,Farmer_728,City_95,Manipur
Tea,12131,358,Farmer_729,City_100,Himachal Pradesh
Cotton,9223,163,Farmer_730,City_114,Nagaland
Potato,2151,889,Farmer_731,City_199,Madhya Pradesh
Maize,11549,813,Farmer_732,City_69,Maharashtra
Wheat,2817,505,Farmer_733,City_88,West Bengal
Chilli,3000,890,Farmer_734,City_147,Goa
Tomato,11904,440,Farmer_735,City_149,West Bengal
Turmeric,13413,703,Farmer_736,City_115,Goa
Rice,10976,349,Farmer_737,City_170,Maharashtra
Tomato,4293,627,Farmer_738,City_28,Jharkhand
Sugarcane,5785,232,Farmer_739,City_33,Goa
Turmeric,11194,177,Farmer_740,City_89,West Bengal
Potato,10070,326,Farmer_741,City_52,Goa
Rice,7717,562,Farmer_742,City_148,Bihar
Onion,9290,682,Farmer_743,City_31,Jharkhand
Tea,12882,605,Farmer_744,City_7,Chhattisgarh
Pulses,12396,275,Farmer_745,City_1,Rajasthan
Coffee,2547,632,Farmer_746,City_10,Meghalaya
Potato,4372,549,Farmer_747,City_149,Chhattisgarh
Tea,2755,116,Farmer_748,City_43,Andhra Pradesh
Potato,6396,963,Farmer_749,City_115,Uttar Pradesh
Cotton,7769,941,Farmer_750,City_150,Meghalaya
Turmeric,14602,103,Farmer_751,City_76,Goa
Chilli,8400,819,Farmer_752,City_19,Uttarakhand
Soybean,5020,712,Farmer_753,City_197,Andhra Pradesh
Millets,14921,670,Farmer_754,City_6,Nagaland
Turmeric,12817,731,Farmer_755,City_9,Arunachal Pradesh
Barley,14226,213,Farmer_756,City_174,Sikkim
Maize,14218,251,Farmer_757,City_161,Kerala
Tea,13235,639,Farmer_758,City_35,Himachal Pradesh
Chilli,11392,357,Farmer_759,City_129,Meghalaya
Millets,12847,96,Farmer_760,City_151,Uttarakhand
Banana,4483,117,Farmer_761,City_117,Manipur
Banana,13623,742,Farmer_762,City_135,Andhra Pradesh
Maize,10464,395,Farmer_763,City_58,Arunachal Pradesh
Pulses,5978,301,Farmer_764,City_15,Punjab
Coffee,6400,112,Farmer_765,City_164,Telangana
Millets,12312,360,Farmer_766,City_183,West Bengal
Groundnut,7783,694,Farmer_767,City_193,Goa
Barley,6805,657,Farmer_768,City_82,Meghalaya
Maize,13053,906,Farmer_769,City_25,Haryana
Cotton,2130,909,Farmer_770,City_129,Jharkhand
Wheat,6696,720,Farmer_771,City_84,Bihar
Barley,11604,369,Farmer_772,City_188,Kerala
Banana,11229,257,Farmer_773,City_17,Meghalaya
Mustard,13299,155,Farmer_774,City_52,Madhya Pradesh
Sugarcane,3612,723,Farmer_775,City_111,Assam
Mustard,14068,619,Farmer_776,City_184,Bihar
Wheat,6462,966,Farmer_777,City_52,Uttarakhand
Soybean,3701,154,Farmer_778,City_159,Tamil Nadu
Turmeric,7772,240,Farmer_779,City_150,Assam
Cotton,3870,907,Farmer_780,City_10,Goa
Pulses,13412,123,Farmer_781,City_33,West Bengal
Potato,5261,372,Farmer_782,City_198,Chhattisgarh
Barley,13993,460,Farmer_783,City_36,Chhattisgarh
Sugarcane,1524,712,Farmer_784,City_32,Uttar Pradesh
Barley,4640,893,Farmer_785,City_118,Madhya Pradesh
Coffee,2361,810,Farmer_786,City_52,Odisha
Sugarcane,2640,712,Farmer_787,City_164,Haryana
Coffee,1713,854,Farmer_788,City_46,Kerala
Groundnut,10103,971,Farmer_789,City_194,Jharkhand
Turmeric,14973,926,Farmer_790,City_163,Uttarakhand
Chilli,6371,117,Farmer_791,City_42,Telangana
Soybean,11251,557,Farmer_792,City_199,Maharashtra
Mustard,8977,251,Farmer_793,City_21,Kerala
Onion,10685,673,Farmer_794,City_30,Mizoram
Cotton,5041,431,Farmer_795,City_29,Mizoram
Sugarcane,13968,547,Farmer_796,City_139,Uttar Pradesh
Tea,8565,159,Farmer_797,City_124,Tamil Nadu
Soybean,2018,751,Farmer_798,City_99,Jharkhand
Maize,4996,943,Farmer_799,City_198,Arunachal Pradesh
Millets,13496,78,Farmer_800,City_8,Jharkhand
Sugarcane,7826,465,Farmer_801,City_100,Rajasthan
Potato,13784,83,Farmer_802,City_19,Bihar
Soybean,13319,973,Farmer_803,City_107,Uttar Pradesh
Sugarcane,3146,601,Farmer_804,City_187,Uttar Pradesh
Sugarcane,2640,783,Farmer_805,City_184,Punjab
Turmeric,2257,447,Farmer_806,City_136,Haryana
Jute,6400,716,Farmer_807,City_70,Tripura
Coffee,8491,360,Farmer_808,City_98,Mizoram
Sugarcane,2439,402,Farmer_809,City_27,Rajasthan
Jute,11722,356,Farmer_810,City_140,Manipur
Soybean,3361,101,Farmer_811,City_170,Kerala
Rice,1842,787,Farmer_812,City_47,Punjab
Mustard,3236,933,Farmer_813,City_33,Nagaland
Tea,10790,967,Farmer_814,City_46,Arunachal Pradesh
Chilli,7998,358,Farmer_815,City_74,Arunachal Pradesh
Soybean,10273,740,Farmer_816,City_158,Tripura
Rice,5952,554,Farmer_817,City_131,Andhra Pradesh
Barley,3711,379,Farmer_818,City_10,Jharkhand
Potato,1561,81,Farmer_819,City_124,Assam
Soybean,3660,421,Farmer_820,City_169,Haryana
Chilli,3808,210,Farmer_821,City_52,Mizoram
Mustard,14022,499,Farmer_822,City_91,Odisha
Chilli,3663,581,Farmer_823,City_29,Jharkhand
Groundnut,8918,361,Farmer_824,City_79,Nagaland
Soybean,4299,358,Farmer_825,City_80,Kerala
Tomato,4703,897,Farmer_826,City_154,Assam
Tea,10794,257,Farmer_827,City_152,Sikkim
Millets,4035,358,Farmer_828,City_176,Andhra Pradesh
Rice,2516,956,Farmer_829,City_172,West Bengal
Wheat,5510,668,Farmer_830,City_139,Kerala
Soybean,10698,745,Farmer_831,City_180,Chhattisgarh
Tomato,11678,762,Farmer_832,City_2,Manipur
Tea,4158,659,Farmer_833,City_62,Uttarakhand
Coffee,10928,128,Farmer_834,City_117,Tamil Nadu
Tomato,12909,160,Farmer_835,City_81,Goa
Groundnut,7311,948,Farmer_836,City_88,Tamil Nadu
Cotton,6025,765,Farmer_837,City_54,Himachal Pradesh
Soybean,5032,118,Farmer_838,City_118,Tripura
Sugarcane,9577,157,Farmer_839,City_103,Himachal Pradesh
Barley,4630,633,Farmer_840,City_109,Tripura
Tomato,3700,254,Farmer_841,City_124,Himachal Pradesh
Banana,12098,751,Farmer_842,City_138,Rajasthan
Barley,11471,324,Farmer_843,City_102,Uttar Pradesh
Chilli,11448,418,Farmer_844,City_196,Assam
Turmeric,3945,171,Farmer_845,City_189,Gujarat
Tomato,10924,962,Farmer_846,City_191,Tripura
Banana,10147,624,Farmer_847,City_56,Andhra Pradesh
Soybean,12533,153,Farmer_848,City_188,Madhya Pradesh
Jute,5704,341,Farmer_849,City_9,Assam
Soybean,6835,450,Farmer_850,City_167,Mizoram
Chilli,13991,295,Farmer_851,City_83,Kerala
Groundnut,3160,407,Farmer_852,City_176,Goa
Tomato,5202,917,Farmer_853,City_186,Jharkhand
Pulses,12727,775,Farmer_854,City_159,Kerala
Banana,5639,131,Farmer_855,City_108,Kerala
Jute,6124,935,Farmer_856,City_67,Maharashtra
Sugarcane,14571,848,Farmer_857,City_11,Jharkhand
Potato,2790,350,Farmer_858,City_74,Uttarakhand
Tea,4197,235,Farmer_859,City_198,Chhattisgarh
Tea,14026,873,Farmer_860,City_73,Arunachal Pradesh
Millets,12651,423,Farmer_861,City_115,Uttarakhand
Potato,1806,114,Farmer_862,City_173,Assam
Tea,13768,759,Farmer_863,City_179,Bihar
Pulses,6590,887,Farmer_864,City_2,Tripura
Tea,13021,381,Farmer_865,City_85,Uttarakhand
Coffee,5941,678,Farmer_866,City_154,Madhya Pradesh
Rice,10282,200,Farmer_867,City_39,Kerala
Soybean,3713,324,Farmer_868,City_131,Gujarat
Barley,12858,288,Farmer_869,City_63,Haryana
Mustard,1528,717,Farmer_870,City_189,Meghalaya
Chilli,5950,121,Farmer_871,City_63,Rajasthan
Tomato,5952,603,Farmer_872,City_172,Kerala
Jute,9883,868,Farmer_873,City_128,Uttar Pradesh
Groundnut,4118,616,Farmer_874,City_183,Tamil Nadu
Cotton,1607,387,Farmer_875,City_147,Odisha
Potato,5915,427,Farmer_876,City_3,Gujarat
Rice,10510,655,Farmer_877,City_67,Bihar
Tea,4833,280,Farmer_878,City_192,Punjab
Potato,5104,585,Farmer_879,City_162,Jharkhand
Tea,9272,729,Farmer_880,City_117,Punjab
Soybean,5419,769,Farmer_881,City_132,Kerala
Millets,9699,528,Farmer_882,City_23,Punjab
Jute,4687,464,Farmer_883,City_85,Mizoram
Maize,8753,689,Farmer_884,City_83,Rajasthan
Rice,12033,431,Farmer_885,City_118,Arunachal Pradesh
Cotton,14470,610,Farmer_886,City_10,Andhra Pradesh
Chilli,3016,402,Farmer_887,City_119,Madhya Pradesh
Banana,6934,601,Farmer_888,City_50,Karnataka
Turmeric,2500,280,Farmer_889,City_141,Karnataka
Jute,8626,414,Farmer_890,City_9,Nagaland
Millets,5642,938,Farmer_891,City_178,Kerala
Turmeric,14193,422,Farmer_892,City_58,Haryana
Onion,14205,672,Farmer_893,City_9,Assam
Groundnut,4919,914,Farmer_894,City_67,Jharkhand
Coffee,4295,627,Farmer_895,City_102,Jharkhand
Potato,1661,401,Farmer_896,City_126,Andhra Pradesh
Maize,9098,866,Farmer_897,City_17,Chhattisgarh
Coffee,13555,857,Farmer_898,City_41,Odisha
Banana,1603,339,Farmer_899,City_165,Mizoram
Cotton,14616,418,Farmer_900,City_90,Tamil Nadu
Onion,3648,687,Farmer_901,City_199,Nagaland
Millets,6165,311,Farmer_902,City_25,Andhra Pradesh
Tea,7508,314,Farmer_903,City_145,Madhya Pradesh
Rice,8399,307,Farmer_904,City_54,Uttarakhand
Chilli,9859,764,Farmer_905,City_24,Bihar
Groundnut,10084,469,Farmer_906,City_18,Chhattisgarh
Onion,6515,223,Farmer_907,City_2,Bihar
Banana,6144,380,Farmer_908,City_54,Odisha
Maize,13810,538,Farmer_909,City_117,Goa
Soybean,3167,774,Farmer_910,City_163,Andhra Pradesh
Banana,11963,843,Farmer_911,City_97,Kerala
Millets,12388,177,Farmer_912,City_105,Tamil Nadu
Rice,1710,626,Farmer_913,City_139,Goa
Rice,5855,634,Farmer_914,City_20,Goa
Cotton,11378,909,Farmer_915,City_85,Karnataka
Barley,6267,989,Farmer_916,City_136,Gujarat
Banana,4088,141,Farmer_917,City_174,Karnataka
Sugarcane,1843,649,Farmer_918,City_88,Jharkhand
Rice,13040,912,Farmer_919,City_45,Karnataka
Coffee,13716,785,Farmer_920,City_83,Tripura
Groundnut,3634,955,Farmer_921,City_149,Maharashtra
Rice,1835,175,Farmer_922,City_179,Jharkhand
Tea,11296,593,Farmer_923,City_140,Manipur
Soybean,1550,853,Farmer_924,City_161,Arunachal Pradesh
Groundnut,9432,712,Farmer_925,City_128,Telangana
Tea,1656,125,Farmer_926,City_64,Jharkhand
Wheat,3634,195,Farmer_927,City_123,Karnataka
Millets,10498,341,Farmer_928,City_30,Tamil Nadu
Banana,4760,672,Farmer_929,City_181,Tripura
Sugarcane,8303,191,Farmer_930,City_131,Jharkhand
Maize,9367,149,Farmer_931,City_100,Madhya Pradesh
Rice,4312,993,Farmer_932,City_160,Jharkhand
Soybean,2806,734,Farmer_933,City_151,Nagaland
Jute,6126,843,Farmer_934,City_184,Telangana
Tea,10045,730,Farmer_935,City_184,Maharashtra
Pulses,3776,653,Farmer_936,City_124,Manipur
Pulses,13708,744,Farmer_937,City_137,Rajasthan
Jute,7318,937,Farmer_938,City_49,Manipur
Pulses,14259,733,Farmer_939,City_172,Rajasthan
Groundnut,7748,307,Farmer_940,City_195,Punjab
Soybean,3590,672,Farmer_941,City_60,Mizoram
Turmeric,1994,640,Farmer_942,City_137,Meghalaya
Soybean,12760,753,Farmer_943,City_21,Tripura
Potato,7844,479,Farmer_944,City_20,Nagaland
Onion,2504,805,Farmer_945,City_189,Bihar
Pulses,12239,307,Farmer_946,City_12,Assam
Soybean,3390,875,Farmer_947,City_120,Andhra Pradesh
Tomato,2518,992,Farmer_948,City_148,Haryana
Coffee,5420,943,Farmer_949,City_63,Andhra Pradesh
Soybean,13042,380,Farmer_950,City_17,Madhya Pradesh
Barley,7922,736,Farmer_951,City_142,Nagaland
Turmeric,7989,891,Farmer_952,City_182,Odisha
Coffee,13018,898,Farmer_953,City_168,Telangana
Soybean,4906,418,Farmer_954,City_93,Haryana
Turmeric,6834,72,Farmer_955,City_168,Assam
Chilli,9501,728,Farmer_956,City_197,Madhya Pradesh
Cotton,7374,160,Farmer_957,City_130,Karnataka
Jute,4182,95,Farmer_958,City_10,Karnataka
Chilli,5833,785,Farmer_959,City_2,Manipur
Onion,2515,444,Farmer_960,City_37,Punjab
Groundnut,12921,568,Farmer_961,City_155,Tamil Nadu
Mustard,7463,93,Farmer_962,City_176,Nagaland
Potato,12889,829,Farmer_963,City_153,Kerala
Turmeric,5307,182,Farmer_964,City_95,Karnataka
Maize,8117,558,Farmer_965,City_7,Chhattisgarh
Jute,8357,709,Farmer_966,City_125,Manipur
Wheat,14876,480,Farmer_967,City_136,Himachal Pradesh
Wheat,4213,879,Farmer_968,City_97,Haryana
Jute,11631,460,Farmer_969,City_99,Assam
Millets,5592,57,Farmer_970,City_53,Uttar Pradesh
Soybean,7796,301,Farmer_971,City_100,Rajasthan
Pulses,14037,256,Farmer_972,City_110,Gujarat
Sugarcane,4875,592,Farmer_973,City_103,Gujarat
Tea,10530,842,Farmer_974,City_127,Punjab
Groundnut,3245,643,Farmer_975,City_143,Manipur
Potato,12870,854,Farmer_976,City_186,Andhra Pradesh
Rice,4359,512,Farmer_977,City_140,Maharashtra
Potato,4785,276,Farmer_978,City_77,Uttar Pradesh
Pulses,2138,392,Farmer_979,City_93,Manipur
Banana,13218,823,Farmer_980,City_49,Nagaland
Tea,9833,271,Farmer_981,City_2,Tripura
Groundnut,2268,207,Farmer_982,City_20,Manipur
Millets,8435,499,Farmer_983,City_84,Uttar Pradesh
Soybean,9914,580,Farmer_984,City_182,Andhra Pradesh
Rice,4418,759,Farmer_985,City_37,Kerala
Mustard,12313,277,Farmer_986,City_40,Gujarat
Jute,2055,968,Farmer_987,City_181,Maharashtra
Soybean,10575,70,Farmer_988,City_172,Nagaland
Sugarcane,13598,525,Farmer_989,City_82,Sikkim
Onion,14925,493,Farmer_990,City_32,Jharkhand
Onion,11767,609,Farmer_991,City_67,Nagaland
Jute,13231,258,Farmer_992,City_80,Assam
Chilli,5259,704,Farmer_993,City_17,Maharashtra
Rice,9371,396,Farmer_994,City_3,Gujarat
Chilli,9285,957,Farmer_995,City_39,Gujarat
Barley,9289,365,Farmer_996,City_199,Odisha
Millets,3325,440,Farmer_997,City_197,Jharkhand
Rice,1684,673,Farmer_998,City_46,West Bengal
Chilli,4037,683,Farmer_999,City_64,Punjab
Mustard,5252,228,Farmer_1000,City_157,West Bengal
Turmeric,9226,263,Farmer_1001,City_185,Rajasthan
Tea,3296,549,Farmer_1002,City_91,Arunachal Pradesh
Coffee,5275,838,Farmer_1003,City_20,Arunachal Pradesh
Turmeric,10076,603,Farmer_1004,City_70,Odisha
Potato,5211,294,Farmer_1005,City_161,Tripura
Soybean,3768,232,Farmer_1006,City_191,Mizoram
Cotton,6594,462,Farmer_1007,City_15,Haryana
Coffee,5077,592,Farmer_1008,City_171,Chhattisgarh
Mustard,2030,971,Farmer_1009,City_44,Mizoram
Rice,11149,54,Farmer_1010,City_135,Tamil Nadu
Soybean,14189,358,Farmer_1011,City_149,Sikkim
Tea,5935,976,Farmer_1012,City_157,Rajasthan
Sugarcane,14241,325,Farmer_1013,City_87,Telangana
Wheat,3938,781,Farmer_1014,City_177,Jharkhand
